2020	0	54186	81296	139	811	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	89820	10144	352	833	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	98260	88479	754	920	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	15289	95241	806	924	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	47165	99184	892	658	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	16534	38237	165	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	5562	83909	603	828	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	52271	93716	166	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	20388	97463	695	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	3486	33604	224	492	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	65283	54794	450	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	18987	37450	892	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	2749	93037	486	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	33356	51865	888	519	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	25834	85406	786	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	85305	76690	869	766	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	15928	5216	581	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	94425	46652	410	703	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	66593	53920	543	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	69176	27400	972	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	33866	8721	308	650	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	9478	3951	147	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	38459	62722	209	906	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	48928	95830	659	970	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	50496	90258	487	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	75475	33523	374	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	98238	63829	609	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	35229	65494	874	868	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	37728	31472	399	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	6872	18826	697	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	38215	28118	648	987	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	33789	77165	693	894	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	65478	22063	806	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	90909	42263	718	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	5021	70830	942	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	55673	41241	962	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	49288	93298	656	680	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	51089	29120	566	650	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	9701	53198	219	506	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	64756	82016	863	727	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	29640	83495	156	922	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	8836	86737	694	710	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	45070	10677	118	822	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	55408	46308	759	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	31736	48757	552	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	79962	66718	745	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	90918	26953	822	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	24298	13747	839	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	76340	58027	601	881	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	0	13167	86650	943	493	0	0	0	0	0	0	0	0	0	0	0	0	0	0
